Party Name,Description,Rate
S.S.PLASTICS,NYLON BUSH,6.1
AMIT TRADING CORPORATION,DAF SPINDLE CAP (UPPER ),4.0
AMIT TRADING CORPORATION,DAF SPINDLE CAP (BOTTOM ),4.0
RSB,THRUST WASHER DOST,0.8
RSB,GREASE NIPPLE COVER,0.07
RSB,LOCATOR,0.5
RSB,590 THRUST WASHER,0.8
RSB,620 THRUST WASHER,0.8
RSB,490 THRUST WASHER,0.8
RSB,403 THRUST WASHER,0.7
RKFL,SAFETY CAP FOR FLANGE OD DIFF CASE-857,15.0
S.S.PLASTICS,DUST CAP (WHITE),1.2
RKFL,PLASTIC CAP DIA 115 MM,3.5
RKFL,PLASTIC CAP DIA 120MM,3.5
RSB,ANTI LOCKING PLATE 490J,4.21
RSB,PROTECTIVE COVER 70 DIA,3.0
RKFL,PLASTIC CAP THREAD DIA 80 MM,4.0
RKFL,"PLASTIC CAP(THREAD 3 1/4"")FOR EGE SPINDL",4.0
TIMKEN,ENTRANCE TUBE CM 647941,2592.0
TIMKEN,INLET TUBE  AM691676,1777.0
TIMKEN,ETRANCE TUBE CM 312612,2592.0
TIMKEN,INLET TUBE  BM647775,1485.0
TIMKEN,ENTRANCE BASE PLATE BM 647184,1300.0
TIMKEN,ENTRANCE BASE SUPPORT PLATE BM 647499,2800.0
TIMKEN,ENTRANCE TUBE MOUNTING BRACKET CM 312676,3500.0
TIMKEN,STOP CYLINDER MOUNTING BRACKET CM 961425,2000.0
RKFL,PLASTIC CAP ITL DIA  141 MM,5.5
RKFL,PLASTIC CAP ITL DIA 193.36 MM,7.95
AMIT TRADING CORPORATION,EGE SPINDLE CAP (UPPER ),4.0
AMIT TRADING CORPORATION,EGE SPINDLE CAP (BOTTOM ),4.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11X1110 MM  LONG,235.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11X1410MM  LONG,235.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11X1710MM  LONG,235.0
ALIED INSTRUMENTS & THERMOCOUPLES,PIN FOR D.S DIE,200.0
RKFL,PLASTIC CAP DIA 70 FOR DANA HUB GEAR,10.75
RKFL,PLASTIC CAP DIA 70,10.75
RKFL,PLASTIC CAP Ø 95.6 FOR HUB GEAR,3.2
ALIED INSTRUMENTS & THERMOCOUPLES,MS PLATE,4.0
RSB,CENTRE BEARING SLINGER 680JT,14.59
TATA MOTORS  LIMITED,HT SHOT BLASTING  HANGER?SYNCHRO PARTS,6820.0
TATA MOTORS  LIMITED,SHOT BLASTING HANGER D/S C/S M/S Ø75,6425.0
TATA MOTORS  LIMITED,SHOT BLASTING HANGER D/S C/S M/S DIA 60,6250.0
TATA MOTORS  LIMITED,L/T FOR BANJO BEAM WITH ADOPTER,7800.0
TATA MOTORS  LIMITED,LIFTING TACKLE FOR CR WHEEL RA-109RR,2150.0
TIMKEN,INLET TUBE  BM 647942,1935.0
TIMKEN,STEEL  TUBE  AM 961804,1935.0
TIMKEN,STEEL  TUBE  AM 961216,1935.0
TATA MOTORS  LIMITED,G680 GB ASSY. LIFTING TACKLE,4425.0
TATA MOTORS  LIMITED,LIFTING TACKLE  FOR  BRAKE DRUM,990.0
RSB,591 THRUST WASHER,0.0
SILICON,KNUCKLE CAP M60,3.25
SILICON,KNUCKLE CAP M44,1.9
TIMKEN,SIZER UIC & AP CONE SERIES,600.0
TIMKEN,CAGE REPAIRING,750.0
RSB,R.H NECK LENGTH,5.0
THE TINPLATE COMPANY OF INDIA  LIMITED,RECONDITIONING OF BRIDLE ROLLS AT ECL1,12300.0
RSB,RUBBER LOCATOR 590JT,0.8
RKFL,PLASTIC SEPARATOR DISC TY OD200 ID50 TH2,6.0
RKFL,PLASTIC CAP FOR PROP SHAFT 156 M95X2,6.15
TIMKEN,WHEEL NUT,500.0
ALIED INSTRUMENTS & THERMOCOUPLES,"SS LANCE  3/4""",550.0
ALIED INSTRUMENTS & THERMOCOUPLES,BAR HOLDER BRACKET,1000.0
RSB,PLASTIC CAP FOR LONG FORK,4.6
ALIED INSTRUMENTS & THERMOCOUPLES,FAB INJECTION PIN,450.0
ALIED INSTRUMENTS & THERMOCOUPLES,PAPER TUBE MENDRAL REPAIRING 2 METER LONG,650.0
SILICON,KNUCKLE CAP M48,2.3
RKFL,PLASTIC CAP(THREAD86)FOR AXLE STAMP,3.5
TATA MOTORS  LIMITED,SHOT BLASTING HANGER  GEARS G950,6250.0
TATA MOTORS  LIMITED,CROWN WHEEL HANGER FOR HT SHOT BLAST,4845.0
TATA MOTORS  LIMITED,LT FOR REAR AXLE UNLOADING,6250.0
TATA MOTORS  LIMITED,LIFTING TACKLE OF FRONT AXLE FOR PAINTING,4125.0
RKFL,PLASTIC COVER SPRING  POT ICF/J&T/SK 1823,24.8
RKFL,PLASTIC CAP DIA 100.3  (RA 110 CASE),4.0
RKFL,PLASTIC CAP DIA 202.5  (RA 110 COVER),6.0
RSB,DUST COVER 490/590 CBB,11.5
THE TINPLATE COMPANY OF INDIA  LIMITED,L.T WHEEL REPAIRING,24000.0
RKFL,PLASTIC CAP FOR DRIVE SHAFT M52X1.5,3.0
RKFL,PLASTIC CAP FOR S-175 OD 265 MM COMMON,14.5
TATA MOTORS  LIMITED,RR CROWN WHEEL TACKLE,3845.0
TATA MOTORS  LIMITED,LIFTING TACKLE FOR DIFFR,3500.0
TATA MOTORS  LIMITED,LIFTING TACKLE -WHAP AXLE  0.7 M POLY SLING,7900.0
RKFL,THREAD PROTECTING CAP M50 X 1.5,3.5
RSB,491 THRUST WASHER,0.0
TIMKEN,REPAIRING OF CHURCHILL WHEEL 2.25X10,8500.0
TIMKEN,590350195 RING-BM-603694/***;,14378.0
RKFL,PLASTIC CAP DIA 85,7.0
WABCO,TIP CLAMP,450.0
TIMKEN,REPAIRING OF BACKING RING,1200.0
TIMKEN,REPAIRING OF PIVOT ARM,550.0
TIMKEN,MAG CHUCK REPAIRING,1300.0
TATA MOTORS  LIMITED,TACKLE DIFF CASE & COVER WASHING M51-63PARI,4870.0
TATA MOTORS  LIMITED,TACKLE LIFTING 1312 DIFF,6856.0
TIMKEN,REPAIRING OF ROLLER MODLER CAGE,800.0
TIMKEN,CENTERING PLUG NP 189575,1500.0
RSB,404 THRUST WASHER,0.0
ALIED INSTRUMENTS & THERMOCOUPLES,SHAFT FOR REPAIRING,650.0
WABCO,CRANK SHAFT CLAMP FIXTURE BOLT,750.0
TATA MOTORS  LIMITED,PLASTIC DISC SEPARATOR  FOR GEAR SOFT AREA,5.5
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8802 PIN 2 &5 ,SRF LANDIS MB 1&2,CR",2280.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8803 FOR MB 3 &5 ,CBR/HELLER,CR",2295.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8810  PIN 3 & 4 ,SB CNC,EMA,CR",1690.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8809  FOR PIN 1 & 6 ,MARPOSS,CR",2085.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8810 FOR PIN 1 & MB 5 ,NAGEL ,CR",2315.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8812 FOR MB 2 & 6 ,LANDIS, PIN 1&2 CR",2295.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8897 TWIN ARM , CH S/A ATP",2295.0
THE TINPLATE COMPANY OF INDIA  LIMITED,MOTOR SHAFT MANUF & FITTING,7500.0
RKFL,PLASTIC COVER DIA 100MM X 88MM L,7.55
S.S.PLASTICS,KNUCKLE CAP M60,3.25
JAGAT ENGINEERING CENTRE,EGE SPINDLE CAP (UPPER ),3.0
JAGAT ENGINEERING CENTRE,EGE SPINDLE CAP (BOTTOM ),3.0
S.S.PLASTICS,KNUCKLE CAP M44,1.9
S.S.PLASTICS,KNUCKLE CAP M48,2.3
RAJ MACHINING CENTER,EGE SPINDLE CAP (UPPER ),3.0
RAJ MACHINING CENTER,EGE SPINDLE CAP (BOTTOM ),3.0
RAJ MACHINING CENTER,DAF SPINDLE CAP (UPPER ),3.0
RAJ MACHINING CENTER,DAF SPINDLE CAP (BOTTOM ),3.0
WABCO,CRANK SHAFT TIP CLAMP,450.0
RKFL,SAFETY CAP FOR BEARING OD DIFF CASE-857,4.9
RKFL,PLASTIC  CAP 185 MM DIA FOR 404 DIFF CASE,9.5
ALIED INSTRUMENTS & THERMOCOUPLES,SAND MIXING BLADE (TOP),2850.0
S.S.PLASTICS,PLASTIC PAD WITH NUT,6.0
TIMKEN,ALIGNMENT PIN - AM-913363,650.0
TIMKEN,ALIGNMENT PIN - AM-929909,650.0
TIMKEN,REG WHEEL OUTER REPAIRING,120.0
TATA CUMMINS,"CONSUMABLE.MISC.MS PACKING STRIP,THICKNESS-0.76 MM,WIDTH-32 MM,LENGTH-356MM",18.75
RKFL,PLASTIC CAP 185MM  DIA  FOR 404 DIFF CASE,9.5
RSB,592 THRUST WASHER,0.8
TIMKEN,WHEEL FLANGE SPARE,1850.0
TIMKEN,CLOSING IN DIE REPAIRING,800.0
TIMKEN,SHOE HOLDER CLS-K REPAIRING,1300.0
TIMKEN,SHOE HOLDER REPAIRING,300.0
RKFL,PLASTIC CAP ITL DIA 186.97 MM,7.75
TIMKEN,BUSH FOR CUP WHEEL,400.0
TIMKEN,SCREW M6 AM 497200  WITH MACHINING,25.0
THE TINPLATE COMPANY OF INDIA  LIMITED,7.5 KW MOTOR END COVER  REPAIRING,1180.0
THE TINPLATE COMPANY OF INDIA  LIMITED,18.5 KW   MOTOR END COVER  REPAIRING,1470.0
THE TINPLATE COMPANY OF INDIA  LIMITED,55KW   MOTOR END COVER  REPAIRING,2132.0
TATA MOTORS  LIMITED,TACKLE MAIN SHAFT   LIFTING,3950.0
TATA MOTORS  LIMITED,HANGER FOR PINION,5835.0
TIMKEN,COUPLING,850.0
ALIED INSTRUMENTS & THERMOCOUPLES,3/4 SS LANCE 4700 MM LONG,1350.0
ALIED INSTRUMENTS & THERMOCOUPLES,3/4 SS STRAIGHT LANCE 3400 MM LONG,650.0
RSB,SS ANGLE,750.0
TIMKEN,REPAIRING OF THRUST  RING BRACKET,250.0
ALIED INSTRUMENTS & THERMOCOUPLES,SAND MIXING BLADE (BOTTOM),875.0
ZF CVCS  INDIA LIMITED,CRANK CASE FIXTURE REPAIRING,750.0
ZF CVCS  INDIA LIMITED,WIN -G 13226-2/4 REPAIRING,350.0
TIMKEN,ALIGNMENT PIN PART NO.- 6010 ? AM-871954,850.0
TIMKEN,ALIGNMENT PIN PART NO.R30314 ? AM-952492,950.0
TIMKEN,ROTARY GRINDING WHEEL SPACER,2050.0
ZF CVCS  INDIA LIMITED,LEAD SCREW,7425.0
ZF CVCS  INDIA LIMITED,BRASS BUSH WITH BOX NUT,6150.0
RKFL,PLASTIC CAP 73.5 MM DIA FOR 404 DIFFCASE,4.5
TATA MOTORS  LIMITED,BRASS BRAZED LIFTING HOOK CROWN WHEEL HT,3165.0
TATA MOTORS  LIMITED,TACKLE 109RRCARRHSG PINIONHOLE(DEBURING),1050.0
TIMKEN,CLOSING IN DIE SPACER  AS PER HAND SKETCH,700.0
SILICON,KNUCKLE CAP M42,1.9
ZF CVCS  INDIA LIMITED,CRANK SHAFT CLAMP FIXTURE BOLT,750.0
ZF CVCS  INDIA LIMITED,CRANK SHAFT TIP CLAMP,450.0
ALIED INSTRUMENTS & THERMOCOUPLES,MS BUSH (MI CABLE),7.25
ALIED INSTRUMENTS & THERMOCOUPLES,GEAR BOX REPAIRING,7500.0
TIMKEN,REPAIRING OF HOLDER BMTRANSPORTING,250.0
RKFL,PLASTIC COVER M12,2.55
RKFL,PLASTIC COVER M24,2.95
RKFL,PLASTIC CAP RA SHAFT ID(75.2) HT(70),4.2
RKFL,PLASTIC CAP SPLINE  RASHAFT (ID 60.3),5.0
AMIT TRADING CORPORATION,PLASTIC CAP RA   SHAFT ID (75.2) HT(70),4.0
AMIT TRADING CORPORATION,PLASTIC CAP SPLINE  RASHAFT (ID 60.3),5.0
RKFL,PLASTIC CAP FOR PROP SHAFT 156 M60X2,5.95
RKFL,PLASTIC CAP ITL DIA 163.25 MM,5.5
SILICON,NYLON BUSH,6.1
SILICON,PLASTIC CAP DIA 73.5 MM,5.0
SILICON,PLASTIC CAP DIA 185 MM,8.25
TIMKEN,MAKING OF SPECIAL BOLT,350.0
TIMKEN,REPAIRING OF RETAINER,125.0
TIMKEN,REPAIRING OF THRUST RING  BRACKET,250.0
RKFL,PLASTIC CAP # DIA 100.3 (RA 110 CASE  ),4.0
RKFL,PLASTIC CAP # DIA 202.5 (RA 110 COVER ),6.0
SILICON,PLASTIC CAP DIA 85 MM,6.0
TIMKEN,MAKING OF SPACER AM953637,3000.0
ALIED INSTRUMENTS & THERMOCOUPLES,3/4 SS BEND LANCE 5100 MM LONG,1350.0
RKFL,PLASTIC CAP FOR S-175  OD 95.35 MM COMMON,6.5
JAGAT ENGINEERING CENTRE,DAF SPINDLE CAP (UPPER ),3.0
JAGAT ENGINEERING CENTRE,DAF SPINDLE CAP (BOTTOM ),3.0
JAGAT ENGINEERING CENTRE,AXLE INDIA CAP (UPPER ),3.0
JAGAT ENGINEERING CENTRE,AXLE INDIA CAP(BOTTOM ),3.0
TATA MOTORS  LIMITED,TACKLE FOR LOADING DIFF ASSY ONTO SEAT,2875.0
SILICON,KNUCKLE CAP M32X1.5,3.5
TIMKEN,REPAIRING OF SPLIT CAGE,800.0
TIMKEN,REPAIRING OF REG WHEEL ADAPTOR,500.0
RSB,PROTECTIVE COVER DIA 110 MM,5.0
RKFL,PLASTIC CAP ITL DIA 190.32 MM,7.8
PROGRESSIVE AUTOMOTIVES,407 PECO BACK COVER,4.1
ALIED INSTRUMENTS & THERMOCOUPLES,SHAFT  DIA REPAIRING,550.0
TIMKEN,TOP LOCATING BUSH REPAIRING,1000.0
RKFL,PLASTIC CAP ITL DIA  193.36  MM,7.95
PROGRESSIVE AUTOMOTIVES,SWITCH COVER W/FET.,4.5
TIMKEN,REPAIRING OF DISCHARGING GUIDE,200.0
TIMKEN,"WASHER OD 50 MM, THICKNESS 4 MM",375.0
TIMKEN,"WASHER OD 63.5 MM, THICKNESS    3.175 MM",400.0
TIMKEN,"WASHER OD 255 MM, THICKNESS 13",3500.0
TIMKEN,BLADE FIXTURE STOPPER,1100.0
TIMKEN,REPAIRING OF RUNNING IN CUP FOR CONE,7000.0
AMIT TRADING CORPORATION,DAFF  CAP (UPPER ),4.0
AMIT TRADING CORPORATION,DAFF  CAP (BOTTOM ),4.0
RKFL,PLASTIC CAP DIA 95.7,3.2
SILICON,KNUCKLE CAP M50,2.85
TATA CUMMINS,SPARE MECHANICAL 2400X28X5 MM,9350.0
RKFL,NAN,4.0
AMIT TRADING CORPORATION,PLASTIC CAP RA SHAFT ID(75.2) HT(70),4.2
AMIT TRADING CORPORATION,PLASTIC CAP SPLINERASHAFT(ID 60.3),5.0
TATA MOTORS  LIMITED,TACKLE FOR LOADING HUB ASSY,5375.0
TATA MOTORS  LIMITED,TACKLE FOR LIFTING HUB ASSY IN WASHING,7885.0
TATA MOTORS  LIMITED,INVERSION TACKLE FOR LIFTING THU HUB IN,4195.0
RSB,BEARING CUP COVER,1.5
RSB,PLASTIC CAP 185MM  DIA  FOR 404 DIFF CASE,9.5
RSB,"PLASTIC CAP (THREAD 3 1/4"")FOR EGE SPINDL",4.0
RSB,PLASTIC CAP # DIA 100.3 (RA 110 CASE  ),4.0
RSB,PLASTIC CAP # DIA 202.5 (RA 110 COVER ),6.0
RSB,PLASTIC CAP 73.5 MM DIA FOR 404 DIFFCASE,4.5
RSB,PLASTIC CAP DIA 120 MM,3.5
TIMKEN,SPACER DIA 239 X ID 195 X 6 MM,1600.0
TIMKEN,SPACER DIA 30 X ID 16 X 7.5 MM,300.0
TIMKEN,SPACER DIA 30 X ID 16 X 6.5MM,300.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11X1800 MM  LONG,235.0
TIMKEN,ROLL LOCATOR AM-960200-XC2323AJ,5985.0
TIMKEN,INSERT PLATE AM-960201-XC2323AJ,1525.0
RKFL,PLASTIC CAP FOR LONG FORK,4.6
TIMKEN,HOLDER BM XC2323AJ,5544.0
THE TINPLATE COMPANY OF INDIA  LIMITED,3.7 KW   MOTOR END COVER  REPAIRING,998.0
TIMKEN,ENTERANCE BASE PLATE,2235.0
ALIED INSTRUMENTS & THERMOCOUPLES,HOLDER FOR U TRADE,25.0
TATA CUMMINS,LIFTING TACKLE AS PER DRG MH0412 ENGINE,7791.0
TATA CUMMINS,LIFTING TACKLE AS PER DRG MH1100 ENGINE,9163.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG MH8843, CELL7CH",2285.0
ALIED INSTRUMENTS & THERMOCOUPLES,TARAY,650.0
ALIED INSTRUMENTS & THERMOCOUPLES,ANCHOR PLATE,475.0
TATA MOTORS  LIMITED,HT SHOT BLASTING HANGER?SYNCHRO PARTS,6820.0
TATA MOTORS  LIMITED,L T FOR FINISH R AXLE,6895.0
TATA MOTORS  LIMITED,LIFTING TACKLE FOR BRAKE,990.0
TATA MOTORS  LIMITED,DROP GEAR HSG LIFTING,2450.0
KROSS,PLASTIC SEPARATOR DISC TY OD 150 ID 50 TH 2,4.0
TIMKEN,REPAIRING MAG CHUCK,750.0
ALIED INSTRUMENTS & THERMOCOUPLES,REPAIRING OF SPINDLE,1150.0
TIMKEN,REPAIRING OF QUILL,850.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE FRONT WITH NIPPLE,650.0
RKFL,PLASTIC CAP ITL DIA 190.36 MM,7.95
TIMKEN,SEGMENT  REPAIRING,2200.0
PROGRESSIVE AUTOMOTIVES,PECO BACK COVER W/FET,4.1
RSB,NATURAL RUBBER RUBBER LOCATOR 590JT,0.8
TATA MOTORS  LIMITED,LIFTING TACKLE FOR DIFFR ASSY ( RA ASSY ),3500.0
TATA MOTORS  LIMITED,LIFTING HOOK FOR CROWN WHL & PINION LINE,1475.0
RSB,117 BEARING CUP COVER,1.5
ALIED INSTRUMENTS & THERMOCOUPLES,BUSH,350.0
ALIED INSTRUMENTS & THERMOCOUPLES,ADAPTOR,275.0
TATA CUMMINS,LIFTING TACKLE AS PER DRG MH3603 FOR CYL,3195.0
TATA CUMMINS,"LIFTING TACKLE AS PER DRG.MH8896,FOR PIN4,SRF",2625.0
TIMKEN,CAGE REPAIRING ( TRANSPORTING INCLUDED),800.0
TIMKEN,ALIGNMENT PIN PART NO: AM952485,1.0
AMIT TRADING CORPORATION,AXLE INDIA (UPPER  ),4.0
AMIT TRADING CORPORATION,AXLE INDIA (BOTTOM ),4.0
RKFL,PLASTIC CAP DIA  49 X HT37 MM,4.8
ALIED INSTRUMENTS & THERMOCOUPLES,TAPER MENDRAL,7950.0
RKFL,PLASTIC CAP#DIA202.5,6.5
TIMKEN,SPACER FOR COUNTER BORE 63.5,1250.0
TIMKEN,SUPFINA SPACER AS PER SAMPLE(OD 43.07MM/ID38.MM THICNESS 14.560,450.0
TIMKEN,CHUTE EXTENSION,400.0
ALIED INSTRUMENTS & THERMOCOUPLES,BRACKET,950.0
ALIED INSTRUMENTS & THERMOCOUPLES,ROLLING BAR BRACKET,1250.0
TIMKEN,LOWER SEGMANT REPAIRING,2000.0
RSB,NAN,0.0
TATA MOTORS  LIMITED,TACKLE  DIFF CASE & COVER WASHING M51-63,5756.0
TATA MOTORS  LIMITED,LIFTING TACKLE FOR R&F AXLE ASSY B/D,8500.0
TATA MOTORS  LIMITED,REAR HUB LIFTING TACKLE F/WASHING MACHINE,7050.0
ALIED INSTRUMENTS & THERMOCOUPLES,NAN,750.0
TATA CUMMINS,GUIDEL GEAR BOX MODIFICATION,1150.0
RKFL,PLASTIC CAP(THREAD M100)FOR EGE SPINDLE,3.8
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11 1200 MM LONG,225.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11 1400 MM LONG,225.0
ALIED INSTRUMENTS & THERMOCOUPLES,REPAIRNG OF TAPPER MENDAL,550.0
ALIED INSTRUMENTS & THERMOCOUPLES,"3/4"" S.S.LANCE  2200 MM LONG   WITH  HANDLE",650.0
ALIED INSTRUMENTS & THERMOCOUPLES,MS PLATE (WITH GRINDING),15.95
ALIED INSTRUMENTS & THERMOCOUPLES,MS PLATE (WITHOUT GRINDING),13.95
ALIED INSTRUMENTS & THERMOCOUPLES,PUNCH,375.0
ALIED INSTRUMENTS & THERMOCOUPLES,END PIECE,500.0
ALIED INSTRUMENTS & THERMOCOUPLES,VERTICAL PIN,450.0
ZF CVCS  INDIA LIMITED,SHAFT WITH BOX NUT,14250.0
THE TINPLATE COMPANY OF INDIA  LIMITED,75 KW BRIDLE MOTOR,2298.0
SILICON,KNUCKLE CAP M85,6.0
RKFL,"PLASTIC CAP SPLINE,  RASHAFT(ID 46.5)",4.5
S.S.PLASTICS,PLASTIC PAD WITH NUT (BLACK),6.0
ALIED INSTRUMENTS & THERMOCOUPLES,S.S.LANG 1200 MM,225.0
ALIED INSTRUMENTS & THERMOCOUPLES,S.S.LANCE 1500 MM,225.0
ALIED INSTRUMENTS & THERMOCOUPLES,S.S.LANG 1800 MM,225.0
TATA MOTORS  LIMITED,SHOT BLASTING HANGER GEARS G950,6250.0
ALIED INSTRUMENTS & THERMOCOUPLES,RACK & PINION,2750.0
SILICON,DIA105.11(UPPER),5.5
SILICON,DIA214(BOTTOM),9.5
TIMKEN,SPACER,225.0
RKFL,PLASTIC CAP #2425/37 BD D105 / 69 X 30,5.0
RKFL,PLASTIC CAP #2425 FD D214 / 157 X 18,5.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 1.1KW,792.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 18.5,1510.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 15 KW,1510.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 45  KW,2042.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 7.5 K7.5 KW   MOTOR END COVER  REPAIRING W,902.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 7.5 KW7.5 KW   MOTOR END COVER  REPAIRING,902.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 5.5 KW,1080.0
THE TINPLATE COMPANY OF INDIA  LIMITED,END COVER 11 KW,1395.0
TIMKEN,SEGMENT REPAIRING,2250.0
RSB,DOST WASHER (COVER),0.75
SILICON,NAN,4.0
RKFL,"SHAFT M52X1.5, PLASTIC CAP FOR DRIVE",3.0
RKFL,PLASTIC CAP#DIA202.5 (RA110 COVER),6.0
RKFL,PLASTIC CAP #2428/30 BD D102 / 58 X 40,4.75
TIMKEN,SPACER REPAIRING,225.0
TIMKEN,ENTRANCE BASE PLATE,1800.0
ALIED INSTRUMENTS & THERMOCOUPLES,FAB. SOCKET - 250 MM MAT:  EN-24 (HARDNESS 48/50 RC)(AS PER DRAWING),835.0
RKFL,PLASTIC CAP #2430/37 FD D351 / 157 X 21,23.0
SILICON,PLASTIC CAP DIA 101.73 (UPPER) DIA-102,4.75
RKFL,PLASTIC CAP(DANA 404) D 104 X 70MM DISC,4.0
RKFL,PLASTIC CAP(MERITOR) D 114  X 83 MM DISC,4.0
THE TINPLATE COMPANY OF INDIA  LIMITED,TENSION BRIDLE ROLL,12300.0
THE TINPLATE COMPANY OF INDIA  LIMITED,L.T.COMPRESSOR MOTOR END COVER REPAIRING,3230.0
SILICON,PLASTIC CAP DIA 104 (UPPER),5.5
SILICON,PLASTIC CAP DIA 214 (BOTTOM),9.5
SILICON,PLASTIC CAP DIA 351,24.0
SILICON,PLASTIC CAP DIA 105.11 (UPPER),5.5
SILICON,PLASTIC CAP DIA 351 (BOTTOM),24.0
RKFL,RUBBER 20THK X70MM,900.0
RKFL,RUBBER CORK CRU,650.0
TIMKEN,BRACKET-32X 100 X 10,1125.0
TIMKEN,BRACKET-32X 104 X 10,1125.0
RSB,LONG FORK,4.6
RKFL,PLASTICCAP DIA351,23.0
TATA MOTORS  LIMITED,TROLLEY FOR REAR HALF G1150 AND  G1350,25550.0
TIMKEN,ASSEMBLY MACHINE HYDRAULIC STATION CLOSING,12700.0
RKFL,PLASTIC CAP (MAN) D 120 X 87 MM DISC,4.0
TIMKEN,"INSERTION TOOL, B-226423",550.0
ZF CVCS  INDIA LIMITED,SHAFT 52 DIA X 775MM LONG X OTH001 SPINDLE,7450.0
TIMKEN,PISTON PIN K153675,375.0
TIMKEN,BRACKET-32X 100 X 10 (MS),1300.0
TIMKEN,BRACKET-32X 104 X 10(MS),1300.0
TIMKEN,WHEEL BUSH,500.0
TIMKEN,LOWER DISC,250.0
ALIED INSTRUMENTS & THERMOCOUPLES,FAB. SOCKET - 250 MM MAT:  EN-24,835.0
ALIED INSTRUMENTS & THERMOCOUPLES,NIPPLE -3/4 LANCE,225.0
TIMKEN,SEIBU ROLL REPAIRING,2500.0
KROSS,THREAD CAP M46 X 1.5MM,3.0
TATA MOTORS  LIMITED,SHOT BLASTING HANGER FOR COUNTER SHAFT G,7075.0
TIMKEN,LEAD SCREW WITH BRACKET,12500.0
AMIT TRADING CORPORATION,EGE SPINDLE CAP (BOTTOM 82.5 ),4.0
AMIT TRADING CORPORATION,DAF SPINDLE CAP (BOTTOM 139 ),4.0
THE TINPLATE COMPANY OF INDIA  LIMITED,E23-3 (30 HP) END COVER REPAIRING,1874.0
THE TINPLATE COMPANY OF INDIA  LIMITED,E22-119 (30 HP) END COVER REPAIRING,1874.0
THE TINPLATE COMPANY OF INDIA  LIMITED,E23-16 (2.2HP) END COVER REPAIRING,727.0
THE TINPLATE COMPANY OF INDIA  LIMITED,E22-79 (1.1 HP) END COVER REPAIRING,727.0
THE TINPLATE COMPANY OF INDIA  LIMITED,E23-18 (7.5 HP) END COVER REPAIRING,1154.0
AMIT TRADING CORPORATION,NAN,4.0
TATA MOTORS  LIMITED,PLASTIC DISC SEPARATOR FOR MATERIAL GEAR SOFT AREA,5.5
RKFL,PLASTIC CAP #2425/37 BD D105/ 69 X 30,5.0
TATA CUMMINS,SPARE MECHANICAL MISC GUIDE PLATE SIZE,9350.0
AMIT TRADING CORPORATION,DAF SPINDLE CAP (UPPER  ),4.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11 X 810 MM LONG,225.0
ALIED INSTRUMENTS & THERMOCOUPLES,SS LANCE 16X11 X 1110 MM LONG,225.0
RKFL,PLASTIC CAP 3/4 BSPT THREAD,4.25
RKFL,PLASTIC SEPARATOR DISC TY OD150 ID50 TH2,4.0
KROSS,THREAD CAP M46 X 1.5MM (INPUT & OUTPUT SHAFT),3.0
RSB,CAP FOR LONG FORK 099,7.0
AMIT TRADING CORPORATION,EGE SPINDLE CAP 133,4.0
AMIT TRADING CORPORATION,EGE SPINDLE CAP 82.5,4.0
AMIT TRADING CORPORATION,DAF SPINDLE CAP 139,4.0
ALIED INSTRUMENTS & THERMOCOUPLES,STUD M12X90 MM LONG,200.0
TATA MOTORS  LIMITED,PLASTIC DISC SEPARATOR FOR HVAL STORE,5.0
ALIED INSTRUMENTS & THERMOCOUPLES,FAB.EJECTOR PIN M-14,150.0
ALIED INSTRUMENTS & THERMOCOUPLES,FAB.EJECTOR PIN M-16,200.0
ZF CVCS  INDIA LIMITED,SPINDLE SHAFT,7450.0
ZF CVCS  INDIA LIMITED,LEAD SCREW CS TAP AND  TIMER PULLY FINE BORING,14250.0
TIMKEN,CAGE-9003,850.0
TIMKEN,CAGE? HM237501A,851.0
